Date,Station,Tmax,Tmin,Tavg,DewPoint,WetBulb,Heat,Cool,Sunrise,Sunset,PrecipTotal,StnPressure,SeaLevel,ResultSpeed,ResultDir,AvgSpeed
2013-05-13,1,64,36,50,32,43,15,0,434,1902,0.0,29.34,30.09,2.5,9,5.9
2013-05-14,1,91,50,71,49,59,0,6,433,1903,0.0,28.98,29.75,8.4,22,11.7
2013-05-15,1,84,60,72,49,59,0,7,432,1904,0.0,29.07,29.77,3.2,28,8.4
2013-05-16,1,83,53,68,46,56,0,3,431,1905,0.0,29.2,29.89,4.1,7,5.0
2013-05-17,1,70,55,63,46,53,2,0,430,1906,0.005,29.29,30.0,6.1,4,6.8
2013-05-18,1,80,56,68,56,61,0,3,429,1907,0.0,29.26,29.99,5.3,12,6.5
2013-05-19,1,86,58,72,61,66,0,7,428,1908,0.0,29.12,29.85,6.2,14,7.6
2013-05-20,1,89,65,77,60,67,0,12,427,1909,1.09,29.03,29.73,12.6,22,13.7
2013-05-21,1,81,64,73,63,66,0,8,426,1910,0.56,28.96,29.67,11.2,20,12.1
2013-05-22,1,73,52,63,60,63,2,0,425,1911,1.35,28.97,29.66,4.5,25,7.4
2013-05-23,1,54,42,48,43,46,17,0,425,1912,0.06,29.38,30.05,14.5,2,14.8
2013-05-24,1,57,41,49,34,42,16,0,424,1913,0.0,29.62,30.35,7.5,4,8.1
2013-05-25,1,57,44,51,37,44,14,0,423,1914,0.0,29.59,30.34,4.7,5,5.1
2013-05-26,1,68,44,56,44,50,9,0,422,1915,0.02,29.47,30.22,5.5,9,7.4
2013-05-27,1,62,53,58,53,55,7,0,422,1916,0.23,29.21,29.97,8.5,9,9.1
2013-05-28,1,76,56,66,64,66,0,1,421,1916,0.2,29.06,29.78,8.7,21,10.2
2013-05-29,1,84,64,74,64,67,0,9,421,1917,0.01,29.16,29.88,7.3,20,8.7
2013-05-30,1,83,64,74,66,69,0,9,420,1918,0.51,29.13,29.85,13.4,19,14.6
2013-05-31,1,77,64,71,65,67,0,6,420,1919,0.3,29.05,29.79,11.7,20,12.1
2013-06-01,1,76,63,70,62,64,0,5,419,1920,0.56,28.98,29.69,13.1,22,13.0
2013-06-02,1,63,43,53,50,51,12,0,419,1920,0.01,29.24,29.93,1.8,5,6.2
2013-06-03,1,68,43,56,43,50,9,0,418,1921,0.0,29.34,30.06,3.7,12,4.8
2013-06-04,1,72,50,61,45,52,4,0,418,1922,0.0,29.39,30.11,5.3,7,6.1
2013-06-05,1,73,54,64,49,54,1,0,417,1923,0.01,29.24,30.0,6.8,5,8.2
2013-06-06,1,64,52,58,50,53,7,0,417,1923,0.15,29.18,29.91,8.9,3,9.1
2013-06-07,1,68,52,60,45,52,5,0,417,1924,0.005,29.2,29.92,9.5,3,9.9
2013-06-08,1,74,49,62,43,53,3,0,417,1925,0.0,29.25,29.96,4.7,7,5.4
2013-06-09,1,80,55,68,55,61,0,3,416,1925,0.01,29.15,29.88,6.0,15,8.9
2013-06-10,1,76,60,68,63,65,0,3,416,1926,0.26,29.08,29.79,2.7,4,4.3
2013-06-11,1,83,60,72,62,67,0,7,416,1926,0.005,29.13,29.85,3.2,25,4.5
2013-06-12,1,86,63,75,64,67,0,10,416,1927,0.75,29.0,29.74,3.1,8,8.0
2013-06-13,1,73,58,66,54,59,0,1,416,1927,0.0,29.23,29.92,11.7,3,12.2
2013-06-14,1,78,56,67,51,57,0,2,416,1928,0.0,29.34,30.05,6.6,6,7.9
2013-06-15,1,80,58,69,62,65,0,4,416,1928,0.17,29.21,29.95,5.6,21,7.7
2013-06-16,1,86,69,78,62,67,0,13,416,1929,0.0,29.16,29.88,8.3,27,9.2
2013-06-17,1,88,59,74,55,63,0,9,416,1929,0.03,29.18,29.89,3.9,29,8.1
2013-06-18,1,71,56,64,52,56,1,0,416,1929,0.0,29.31,30.01,11.4,3,11.6
2013-06-19,1,75,53,64,46,55,1,0,416,1930,0.0,29.39,30.1,5.9,8,6.9
2013-06-20,1,86,56,71,58,64,0,6,416,1930,0.0,29.38,30.1,5.1,12,5.9
2013-06-21,1,82,68,75,65,68,0,10,416,1930,0.79,29.34,30.04,7.4,19,9.5
2013-06-22,1,80,67,74,67,69,0,9,417,1931,0.04,29.3,30.01,3.1,22,8.4
2013-06-23,1,87,66,77,68,71,0,12,417,1931,0.84,29.26,29.97,10.7,20,11.5
2013-06-24,1,89,67,78,67,69,0,13,417,1931,0.18,29.25,29.95,8.9,23,10.0
2013-06-25,1,85,67,76,69,71,0,11,417,1931,0.03,29.13,29.86,4.5,19,6.9
2013-06-26,1,80,66,73,67,68,0,8,418,1931,1.48,29.05,29.76,2.2,16,7.4
2013-06-27,1,90,64,77,67,70,0,12,418,1931,0.92,29.01,29.73,7.2,29,7.2
2013-06-28,1,83,67,75,61,66,0,10,419,1931,0.005,28.91,29.63,10.5,31,10.9
2013-06-29,1,72,64,68,59,62,0,3,419,1931,0.0,28.97,29.66,12.0,2,12.3
2013-06-30,1,77,62,70,52,59,0,5,419,1931,0.0,29.2,29.88,13.8,2,13.9
2013-07-01,1,75,59,67,51,58,0,2,420,1931,0.0,29.31,30.03,12.6,3,12.3
2013-07-02,1,68,60,64,52,57,1,0,420,1931,0.005,29.33,30.05,11.0,3,11.2
2013-07-03,1,72,59,66,60,62,0,1,421,1931,0.02,29.32,30.04,2.2,2,5.3
2013-07-04,1,83,56,70,61,64,0,5,422,1930,0.0,29.34,30.05,4.4,20,5.1
2013-07-05,1,86,60,73,61,66,0,8,422,1930,0.0,29.33,30.04,3.7,19,4.8
2013-07-06,1,83,65,74,65,68,0,9,423,1930,0.0,29.29,30.01,4.1,19,4.5
2013-07-07,1,88,70,79,67,71,0,14,423,1930,0.0,29.26,29.97,6.6,21,6.8
2013-07-08,1,86,70,78,71,74,0,13,424,1929,0.5,29.24,29.95,7.8,23,8.4
2013-07-09,1,85,73,79,74,75,0,14,425,1929,0.005,29.19,29.91,6.9,23,7.3
2013-07-10,1,85,66,76,65,70,0,11,425,1929,0.0,29.2,29.89,6.0,34,8.3
2013-07-11,1,81,64,73,54,62,0,8,426,1928,0.0,29.36,30.06,6.5,3,7.4
2013-07-12,1,83,58,71,53,61,0,6,427,1928,0.0,29.38,30.1,4.0,8,4.8
2013-07-13,1,84,62,73,59,65,0,8,428,1927,0.0,29.41,30.12,6.8,9,7.5
2013-07-14,1,88,72,80,66,71,0,15,428,1927,0.0,29.47,30.17,6.7,9,7.6
2013-07-15,1,89,71,80,71,74,0,15,429,1926,0.09,29.52,30.23,4.3,8,5.1
2013-07-16,1,92,73,83,72,75,0,18,430,1925,0.0,29.54,30.25,6.4,23,6.8
2013-07-17,1,94,76,85,72,76,0,20,431,1925,0.0,29.51,30.23,6.7,26,6.9
2013-07-18,1,95,77,86,72,76,0,21,432,1924,0.005,29.31,30.05,7.2,24,8.1
2013-07-19,1,96,71,84,70,75,0,19,433,1923,0.58,29.1,29.83,13.3,25,14.0
2013-07-20,1,89,71,80,64,69,0,15,433,1923,0.06,29.17,29.86,4.8,1,7.5
2013-07-21,1,88,68,78,65,69,0,13,434,1922,0.01,29.18,29.89,2.8,7,6.7
2013-07-22,1,87,71,79,66,71,0,14,435,1921,0.005,29.07,29.78,4.9,24,7.4
2013-07-23,1,78,63,71,60,64,0,6,436,1920,0.03,29.15,29.83,8.8,2,11.0
2013-07-24,1,72,60,66,51,58,0,1,437,1919,0.0,29.31,30.01,7.8,5,8.1
2013-07-25,1,81,57,69,54,61,0,4,438,1918,0.0,29.33,30.05,4.1,23,5.1
2013-07-26,1,70,62,66,61,63,0,1,439,1918,0.39,29.21,29.94,7.6,22,8.5
2013-07-27,1,65,55,60,51,56,5,0,440,1917,0.0,29.17,29.9,9.0,30,10.6
2013-07-28,1,69,54,62,50,55,3,0,441,1916,0.005,29.23,29.93,8.7,28,9.1
2013-07-29,1,76,57,67,55,59,0,2,442,1915,0.0,29.41,30.11,2.0,1,7.0
2013-07-30,1,74,57,66,59,62,0,1,443,1914,0.04,29.39,30.12,4.2,16,4.7
2013-07-31,1,75,62,69,64,65,0,4,444,1913,0.5,29.26,30.0,2.2,32,4.4
2013-08-01,1,81,61,71,57,62,0,6,445,1911,0.0,29.23,29.95,7.6,30,7.8
2013-08-02,1,84,62,73,63,67,0,8,446,1910,0.63,29.15,29.87,4.5,29,8.2
2013-08-03,1,81,64,73,55,62,0,8,447,1909,0.0,29.33,30.03,5.8,2,6.8
2013-08-04,1,75,60,68,56,61,0,3,448,1908,0.005,29.42,30.14,5.9,6,7.8
2013-08-05,1,75,58,67,59,62,0,2,449,1907,0.07,29.23,29.98,6.8,19,7.6
2013-08-06,1,83,67,75,68,70,0,10,450,1906,0.04,29.13,29.86,7.2,21,8.0
2013-08-07,1,89,67,78,68,71,0,13,451,1904,0.005,29.14,29.83,4.0,30,9.9
2013-08-08,1,78,65,72,56,62,0,7,452,1903,0.0,29.26,29.98,8.6,5,9.3
2013-08-09,1,82,59,71,60,65,0,6,453,1902,0.005,29.28,29.98,4.7,27,5.3
2013-08-12,1,82,67,75,65,68,0,10,456,1858,0.27,29.21,29.93,3.5,27,7.5
2013-08-13,1,70,58,64,52,58,1,0,457,1856,0.0,29.37,30.07,8.7,3,9.6
2013-08-14,1,72,56,64,50,56,1,0,458,1855,0.0,29.44,30.16,3.9,4,7.1
2013-08-15,1,75,55,65,53,58,0,0,459,1854,0.0,29.4,30.13,4.2,24,4.9
2013-08-16,1,82,55,69,52,60,0,4,500,1852,0.0,29.44,30.15,2.8,4,5.2
2013-08-17,1,81,57,69,56,62,0,4,501,1851,0.0,29.47,30.19,5.7,8,6.4
2013-08-18,1,81,59,70,57,63,0,5,502,1849,0.0,29.41,30.14,3.7,8,4.8
2013-08-19,1,85,57,71,60,65,0,6,503,1848,0.0,29.34,30.07,5.1,25,5.3
2013-08-20,1,88,66,77,62,68,0,12,504,1846,0.0,29.34,30.06,7.7,22,8.0
2013-08-21,1,90,68,79,65,70,0,14,505,1845,0.01,29.3,30.02,8.6,23,9.0
2013-08-22,1,78,68,73,67,69,0,8,506,1843,0.23,29.36,30.05,1.5,23,7.0
2013-08-23,1,82,62,72,55,63,0,7,508,1842,0.0,29.43,30.14,6.1,6,6.8
2013-08-24,1,86,60,73,59,65,0,8,509,1840,0.0,29.49,30.2,5.3,17,6.1
2013-08-25,1,89,65,77,62,68,0,12,510,1839,0.0,29.46,30.18,9.2,22,9.6
2013-08-26,1,92,70,81,68,72,0,16,511,1837,0.0,29.34,30.06,9.0,24,9.4
2013-08-27,1,96,77,87,70,75,0,22,512,1835,0.0,29.18,29.9,11.7,24,12.0
2013-08-28,1,83,71,77,69,72,0,12,513,1834,0.0,29.26,29.95,6.9,3,9.3
2013-08-29,1,89,66,78,64,69,0,13,514,1832,0.0,29.29,30.01,3.9,10,4.7
2013-08-30,1,96,67,82,68,72,0,17,515,1831,0.36,29.13,29.86,4.4,26,8.3
2013-08-31,1,78,71,75,67,69,0,10,516,1829,0.07,29.1,29.82,6.1,5,7.2
2013-09-01,1,85,65,75,67,70,0,10,517,1827,0.14,29.05,29.76,4.2,29,5.2
2013-09-02,1,79,60,70,61,64,0,5,518,1826,0.0,29.21,29.9,8.1,2,9.2
2013-09-03,1,77,57,67,54,59,0,2,519,1824,0.0,29.32,30.02,4.0,30,5.8
2013-09-04,1,84,59,72,57,63,0,7,520,1822,0.0,29.37,30.08,6.2,26,7.0
2013-09-05,1,74,59,67,54,60,0,2,521,1821,0.005,29.49,30.2,9.0,5,9.2
2013-09-06,1,86,57,72,58,64,0,7,522,1819,0.0,29.38,30.11,4.7,20,6.0
2013-09-07,1,88,65,77,62,68,0,12,523,1817,0.01,29.21,29.94,5.7,23,6.9
2013-09-08,1,77,71,74,66,69,0,9,524,1815,0.0,29.26,29.98,10.5,7,11.9
2013-09-09,1,94,68,81,70,74,0,16,525,1814,0.0,29.15,29.86,9.0,20,10.1
2013-09-10,1,95,77,86,64,71,0,21,526,1812,0.0,29.25,29.95,12.1,24,12.5
2013-09-11,1,91,75,83,66,71,0,18,527,1810,0.005,29.28,29.98,4.2,27,7.5
2013-09-12,1,82,62,72,59,64,0,7,528,1809,0.005,29.28,29.98,7.0,35,9.4
2013-09-13,1,67,52,60,45,52,5,0,529,1807,0.0,29.41,30.13,10.7,1,11.5
2013-09-14,1,72,47,60,43,52,5,0,530,1805,0.0,29.36,30.1,4.7,21,5.9
2013-09-15,1,62,56,59,52,55,6,0,531,1803,0.65,29.34,30.06,1.1,2,5.4
2013-09-16,1,64,51,58,47,52,7,0,532,1760,0.0,29.59,30.3,9.7,3,10.8
2013-09-17,1,71,49,60,51,56,5,0,533,1758,0.0,29.49,30.23,7.0,13,7.6
2013-09-18,1,81,60,71,60,64,0,6,535,1756,0.55,29.26,30.01,8.7,18,9.0
2013-09-19,1,84,69,77,68,70,0,12,536,1755,0.84,29.14,29.87,8.3,16,10.6
2013-09-20,1,76,58,67,60,63,0,2,537,1753,0.005,29.08,29.8,10.1,26,11.0
2013-09-21,1,67,52,60,48,53,5,0,538,1751,0.0,29.17,29.87,9.6,33,10.0
2013-09-22,1,67,49,58,47,52,7,0,539,1749,0.0,29.3,30.01,6.2,4,7.5
2013-09-23,1,67,46,57,48,53,8,0,540,1748,0.0,29.34,30.06,4.9,10,6.1
2013-09-24,1,70,49,60,49,54,5,0,541,1746,0.0,29.26,30.0,6.2,10,8.0
2013-09-25,1,70,51,61,52,56,4,0,542,1744,0.0,29.23,29.95,4.8,5,5.7
2013-09-26,1,75,50,63,52,58,2,0,543,1742,0.0,29.34,30.04,3.8,8,4.2
2013-09-27,1,81,52,67,51,57,0,2,544,1741,0.0,29.38,30.09,7.0,13,7.4
2013-09-28,1,84,55,70,56,62,0,5,545,1739,0.2,29.24,29.98,10.9,19,12.7
2013-09-29,1,68,51,60,49,54,5,0,546,1737,0.18,29.29,30.01,6.0,36,7.6
2013-09-30,1,74,47,61,49,55,4,0,547,1735,0.0,29.21,29.93,5.8,19,6.2
2013-10-01,1,79,62,71,62,65,0,6,548,1734,0.0,29.21,29.92,12.5,22,12.2
2013-10-02,1,76,62,69,50,59,0,4,549,1732,0.0,29.31,30.02,4.7,7,6.4
2013-10-03,1,78,60,69,65,67,0,4,550,1730,0.12,29.19,29.91,7.4,19,7.9
2013-10-04,1,74,65,70,65,66,0,5,552,1729,0.005,29.23,29.94,2.6,12,6.2
2013-10-05,1,80,61,71,66,68,0,6,553,1727,0.82,29.11,29.84,5.2,19,6.4
2013-10-06,1,64,45,55,44,49,10,0,554,1725,0.09,29.02,29.75,8.7,25,9.5
2013-10-07,1,68,45,57,45,50,8,0,555,1724,0.005,29.23,29.92,6.1,28,9.0
2013-10-08,1,75,43,59,48,53,6,0,556,1722,0.0,29.42,30.13,4.7,18,5.6
2013-10-09,1,71,48,60,47,53,5,0,557,1720,0.0,29.45,30.18,3.6,12,4.6
2013-10-10,1,74,46,60,50,55,5,0,558,1719,0.0,29.37,30.11,2.9,13,3.9
2013-10-11,1,76,51,64,51,56,1,0,559,1717,0.0,29.28,30.02,7.3,14,7.7
2013-10-12,1,73,46,60,54,57,5,0,600,1715,0.12,29.32,30.02,5.7,21,7.4
2013-10-13,1,64,44,54,41,48,11,0,602,1714,0.0,29.62,30.32,5.3,32,6.6
2013-10-14,1,62,42,52,44,49,13,0,603,1712,0.0,29.53,30.29,6.6,8,8.4
2013-10-15,1,64,49,57,51,54,8,0,604,1711,0.07,29.14,29.91,7.6,19,10.6
2013-10-16,1,54,47,51,45,48,14,0,605,1709,0.005,29.16,29.89,10.5,25,10.8
2013-10-17,1,53,40,47,44,46,18,0,606,1707,0.29,29.12,29.86,6.1,26,6.9
2013-10-18,1,50,39,45,40,43,20,0,607,1706,0.0,29.18,29.91,8.3,26,8.7
2013-10-19,1,54,42,48,37,42,17,0,608,1704,0.01,29.1,29.83,8.9,25,9.2
2013-10-20,1,61,36,49,42,46,16,0,610,1703,0.01,29.07,29.8,5.1,20,6.1
2013-10-21,1,55,33,44,31,38,21,0,611,1701,0.005,29.19,29.9,10.8,27,11.5
2013-10-22,1,42,29,36,31,34,29,0,612,1660,0.005,29.21,29.95,5.4,26,6.1
2013-10-23,1,46,32,39,27,34,26,0,613,1658,0.005,29.24,29.98,9.2,30,10.0
2013-10-24,1,44,31,38,25,33,27,0,614,1657,0.005,29.45,30.16,10.3,30,10.9
2013-10-25,1,51,29,40,26,35,25,0,616,1656,0.0,29.47,30.24,10.8,24,11.7
2013-10-26,1,55,37,46,29,39,19,0,617,1654,0.0,29.22,29.96,10.9,27,14.2
2013-10-27,1,54,29,42,29,37,23,0,618,1653,0.0,29.28,30.02,6.3,23,6.6
2013-10-28,1,53,35,44,37,41,21,0,619,1651,0.0,29.54,30.26,9.0,4,9.4
2013-10-29,1,57,42,50,40,45,15,0,620,1650,0.005,29.49,30.25,6.1,10,7.5
2013-10-30,1,63,43,53,52,53,12,0,622,1649,0.55,29.22,30.0,6.6,15,7.5
2013-10-31,1,64,46,55,56,57,10,0,623,1647,1.04,28.69,29.45,9.4,24,11.5
2014-05-01,1,49,42,46,38,42,19,0,448,1849,0.09,29.02,29.74,13.5,24,13.4
2014-05-02,1,53,46,50,39,45,15,0,447,1850,0.005,29.03,29.77,10.2,24,11.5
2014-05-03,1,67,46,57,37,48,8,0,446,1851,0.0,29.07,29.77,13.8,28,14.7
2014-05-04,1,58,44,51,29,41,14,0,444,1852,0.0,29.31,30.01,4.8,3,10.0
2014-05-05,1,55,43,49,34,42,16,0,443,1853,0.05,29.26,29.98,12.6,5,13.1
2014-05-06,1,63,41,52,34,45,13,0,442,1855,0.0,29.21,29.95,12.6,7,13.7
2014-05-07,1,78,48,63,42,50,2,0,441,1856,0.005,29.1,29.82,7.5,8,8.9
2014-05-08,1,89,51,70,55,63,0,5,439,1857,0.1,29.08,29.8,13.7,21,14.2
2014-05-09,1,73,54,64,52,58,1,0,438,1858,1.03,29.03,29.74,13.2,24,16.0
2014-05-10,1,77,47,62,42,52,3,0,437,1859,0.0,29.19,29.91,2.9,25,6.9
2014-05-11,1,81,52,67,53,59,0,2,436,1860,0.12,29.19,29.91,7.6,16,8.9
2014-05-12,1,84,64,74,64,67,0,9,435,1901,2.09,29.13,29.85,6.6,19,12.0
2014-05-13,1,67,52,60,53,56,5,0,434,1902,0.12,29.29,29.98,9.5,26,12.3
2014-05-14,1,56,44,50,39,46,15,0,433,1903,0.02,29.36,30.09,10.9,2,12.0
2014-05-15,1,55,40,48,35,41,17,0,432,1904,0.19,29.26,30.0,10.3,1,13.6
2014-05-16,1,46,37,42,34,38,23,0,431,1905,0.1,29.33,30.05,4.9,6,8.0
2014-05-17,1,60,39,50,33,42,15,0,430,1906,0.0,29.4,30.12,7.7,26,8.5
2014-05-18,1,69,47,58,37,48,7,0,429,1907,0.0,29.47,30.19,9.8,22,10.5
2014-05-19,1,69,45,57,40,50,8,0,428,1908,0.005,29.34,30.1,12.7,16,13.3
2014-05-20,1,85,62,74,58,63,0,9,427,1909,0.82,29.12,29.86,9.9,20,11.1
2014-05-21,1,86,63,75,55,63,0,10,426,1910,0.01,29.16,29.86,4.4,31,7.5
2014-05-22,1,70,53,62,47,54,3,0,425,1911,0.0,29.36,30.06,4.0,5,6.8
2014-05-23,1,69,48,59,43,51,6,0,425,1912,0.0,29.47,30.18,6.2,5,6.5
2014-05-24,1,74,47,61,42,52,4,0,424,1913,0.0,29.44,30.18,3.9,6,5.2
2014-05-25,1,83,50,67,46,56,0,2,423,1914,0.0,29.35,30.08,2.3,15,5.0
2014-05-26,1,87,61,74,59,65,0,9,422,1915,0.0,29.25,29.98,5.9,21,7.5
2014-05-27,1,85,58,72,61,65,0,7,422,1916,0.21,29.21,29.91,5.3,25,10.0
2014-05-28,1,71,56,64,49,55,1,0,421,1916,0.03,29.29,30.0,9.1,4,9.3
2014-05-29,1,76,54,65,51,57,0,0,421,1917,0.0,29.38,30.09,8.4,5,9.0
2014-05-30,1,79,53,66,49,57,0,1,420,1918,0.0,29.44,30.15,6.1,6,7.0
2014-05-31,1,88,54,71,50,59,0,6,420,1919,0.0,29.39,30.12,5.8,12,8.0
2014-06-01,1,90,63,77,59,66,0,12,419,1920,0.005,29.24,29.96,12.9,18,13.0
2014-06-02,1,83,68,76,62,67,0,11,419,1920,0.14,29.11,29.83,13.2,22,14.6
2014-06-03,1,81,66,74,50,60,0,9,418,1921,0.0,29.18,29.89,7.2,28,9.8
2014-06-04,1,70,55,63,53,57,2,0,418,1922,0.19,29.13,29.85,7.8,6,9.3
2014-06-05,1,76,52,64,42,53,1,0,417,1923,0.0,29.23,29.95,5.0,6,6.0
2014-06-06,1,81,49,65,40,54,0,0,417,1923,0.0,29.26,29.98,3.9,11,4.9
2014-06-07,1,84,57,71,50,59,0,6,417,1924,0.08,29.18,29.91,3.3,9,7.7
2014-06-08,1,72,54,63,44,53,2,0,417,1925,0.23,29.28,29.98,13.9,2,14.1
2014-06-09,1,78,55,67,48,55,0,2,416,1925,0.0,29.24,29.96,7.7,4,8.5
2014-06-10,1,66,56,61,51,55,4,0,416,1926,1.26,29.12,29.87,10.0,3,10.3
2014-06-11,1,67,57,62,55,58,3,0,416,1926,0.52,29.0,29.71,6.4,34,7.4
2014-06-12,1,79,58,69,56,62,0,4,416,1927,0.005,29.08,29.78,8.6,27,10.0
2014-06-13,1,75,55,65,41,52,0,0,416,1927,0.0,29.26,29.96,6.4,31,9.8
2014-06-14,1,79,52,66,43,55,0,1,416,1928,0.0,29.31,30.03,7.8,17,8.3
2014-06-15,1,84,60,72,55,63,0,7,416,1928,0.0,29.17,29.89,14.3,19,15.7
2014-06-16,1,88,67,78,61,67,0,13,416,1929,0.0,29.24,29.97,7.4,21,8.7
2014-06-17,1,91,77,84,64,70,0,19,416,1929,0.005,29.15,29.86,9.1,22,12.6
2014-06-18,1,82,61,72,63,66,0,7,416,1929,0.65,29.24,29.93,2.0,23,10.2
2014-06-19,1,79,59,69,61,64,0,4,416,1930,0.32,29.33,30.04,6.0,7,8.2
2014-06-20,1,85,63,74,63,67,0,9,416,1930,0.01,29.23,29.94,2.6,30,8.5
2014-06-21,1,84,60,72,62,65,0,7,416,1930,1.28,29.21,29.92,0.7,17,7.3
2014-06-22,1,82,63,73,61,64,0,8,417,1931,0.0,29.16,29.88,4.4,7,4.9
2014-06-23,1,81,66,74,65,68,0,9,417,1931,0.05,29.11,29.83,2.9,22,5.5
2014-06-24,1,87,70,79,65,69,0,14,417,1931,0.41,29.15,29.85,0.8,36,4.7
2014-06-25,1,80,59,70,58,61,0,5,417,1931,0.005,29.28,29.98,6.8,4,7.3
2014-06-26,1,78,59,69,57,61,0,4,418,1931,0.0,29.34,30.04,6.2,5,6.8
2014-06-27,1,88,59,74,62,67,0,9,418,1931,0.005,29.28,30.0,7.9,16,9.8
2014-06-28,1,87,71,79,67,70,0,14,419,1931,0.0,29.23,29.96,11.8,18,12.1
2014-06-29,1,85,69,77,67,71,0,12,419,1931,0.07,29.2,29.9,12.3,21,12.9
2014-06-30,1,87,67,77,67,70,0,12,419,1931,2.6,29.05,29.77,6.3,20,12.6
2014-07-01,1,80,67,74,60,65,0,9,420,1931,0.005,29.02,29.72,12.3,24,12.4
2014-07-02,1,70,56,63,53,57,2,0,420,1931,0.12,29.23,29.92,5.3,30,9.6
2014-07-03,1,76,56,66,48,56,0,1,421,1931,0.07,29.41,30.11,2.2,30,6.8
2014-07-04,1,79,58,69,48,57,0,4,422,1930,0.0,29.54,30.26,2.9,6,7.2
2014-07-05,1,77,60,69,54,60,0,4,422,1930,0.005,29.41,30.16,8.0,21,8.3
2014-07-06,1,87,63,75,63,68,0,10,423,1930,0.0,29.1,29.85,11.8,22,12.3
2014-07-07,1,88,71,80,63,69,0,15,423,1930,0.63,29.0,29.72,6.9,27,8.6
2014-07-08,1,81,66,74,59,65,0,9,424,1929,0.54,29.01,29.7,10.9,28,12.0
2014-07-09,1,80,62,71,54,61,0,6,425,1929,0.0,29.25,29.93,6.8,32,8.4
2014-07-10,1,79,60,70,53,60,0,5,425,1929,0.0,29.42,30.13,4.1,10,4.4
2014-07-11,1,81,60,71,54,61,0,6,426,1928,0.01,29.42,30.14,5.1,18,5.4
2014-07-12,1,80,70,75,66,69,0,10,427,1928,0.47,29.23,29.97,9.1,20,10.5
2014-07-13,1,85,68,77,61,67,0,12,428,1927,0.01,29.18,29.9,8.9,28,9.7
2014-07-14,1,80,61,71,54,61,0,6,428,1927,0.2,29.11,29.83,7.3,31,8.1
2014-07-15,1,70,55,63,50,56,2,0,429,1926,0.05,29.21,29.91,10.0,30,10.5
2014-07-16,1,72,55,64,47,55,1,0,430,1925,0.0,29.29,30.0,3.3,2,7.4
2014-07-17,1,78,54,66,50,57,0,1,431,1925,0.0,29.37,30.08,3.0,12,5.5
2014-07-18,1,79,59,69,53,60,0,4,432,1924,0.0,29.39,30.12,5.7,14,6.9
2014-07-19,1,80,57,69,52,60,0,4,433,1923,0.0,29.33,30.05,4.2,11,4.6
2014-07-20,1,82,60,71,56,63,0,6,433,1923,0.0,29.31,30.03,4.0,22,4.5
2014-07-21,1,86,63,75,61,66,0,10,434,1922,0.0,29.34,30.05,6.9,20,7.2
2014-07-22,1,90,69,80,67,71,0,15,435,1921,0.01,29.27,29.97,8.3,22,11.9
2014-07-23,1,75,59,67,51,58,0,2,436,1920,0.0,29.41,30.12,15.7,2,16.1
2014-07-24,1,75,57,66,47,56,0,1,437,1919,0.0,29.39,30.11,6.2,5,8.8
2014-07-25,1,75,55,65,54,60,0,0,438,1918,0.005,29.24,29.98,8.4,21,9.1
2014-07-26,1,84,68,76,63,67,0,11,439,1918,0.0,29.1,29.83,3.9,24,5.5
2014-07-27,1,87,65,76,59,66,0,11,440,1917,0.02,29.08,29.77,12.2,30,15.0
2014-07-28,1,73,59,66,48,56,0,1,441,1916,0.0,29.33,30.03,9.2,36,11.1
2014-07-29,1,81,58,70,53,60,0,5,442,1915,0.01,29.28,30.0,8.4,30,9.6
2014-07-30,1,79,59,69,54,60,0,4,443,1914,0.0,29.29,30.01,2.2,33,7.0
2014-07-31,1,84,59,72,55,62,0,7,444,1913,0.0,29.3,30.01,8.0,26,8.4
2014-08-01,1,85,62,74,56,63,0,9,445,1911,0.15,29.34,30.06,2.4,22,6.9
2014-08-02,1,86,59,73,53,61,0,8,446,1910,0.0,29.4,30.11,1.6,4,4.2
2014-08-03,1,87,62,75,58,65,0,10,447,1909,0.0,29.38,30.09,4.5,26,6.9
2014-08-04,1,87,67,77,60,65,0,12,448,1908,2.76,29.34,30.06,0.4,33,7.5
2014-08-05,1,80,64,72,62,65,0,7,449,1907,0.005,29.31,30.03,4.8,3,6.3
2014-08-06,1,80,62,71,54,61,0,6,450,1906,0.0,29.34,30.05,5.1,3,6.3
2014-08-07,1,81,61,71,56,63,0,6,451,1904,0.0,29.34,30.06,8.3,8,9.0
2014-08-08,1,82,66,74,57,64,0,9,452,1903,0.0,29.34,30.05,10.1,7,10.7
2014-08-09,1,80,66,73,57,63,0,8,453,1902,0.0,29.34,30.07,8.6,6,9.1
2014-08-10,1,81,69,75,59,65,0,10,454,1900,0.0,29.28,30.0,7.7,4,8.6
2014-08-11,1,82,67,75,63,67,0,10,455,1859,0.85,29.11,29.84,4.4,32,6.8
2014-08-12,1,70,61,66,55,59,0,1,456,1858,0.07,29.17,29.87,11.2,32,12.0
2014-08-13,1,82,57,70,55,61,0,5,457,1856,0.0,29.29,29.99,4.6,31,9.3
2014-08-14,1,72,57,65,48,56,0,0,458,1855,0.0,29.35,30.07,7.0,5,7.7
2014-08-15,1,78,52,65,50,58,0,0,459,1854,0.0,29.28,30.02,5.2,24,6.0
2014-08-16,1,82,62,72,61,65,0,7,500,1852,0.0,29.2,29.91,7.9,24,8.3
